Linux 4.15.0-124-generic (bookstore) 	03/05/2021 	_x86_64_	(1 CPU)

09:09:49 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:09:50 PM  1000      1709      1.03      0.00 1579892  451696  11.18  java
09:09:51 PM  1000      1709    580.00      0.00 1581940  452480  11.20  java
09:09:52 PM  1000      1709   3150.94      0.00 1586036  458812  11.36  java
09:09:53 PM  1000      1709   4815.87      0.00 1597200  469984  11.63  java
09:09:54 PM  1000      1709   3152.54      0.00 1603512  477780  11.83  java
09:09:55 PM  1000      1709    337.50      0.00 1603512  478628  11.85  java
09:09:56 PM  1000      1709     98.89      0.00 1603512  478980  11.86  java
09:09:57 PM  1000      1709    613.11      0.00 1605560  480440  11.89  java
09:09:58 PM  1000      1709   1715.09      0.00 1607608  484136  11.99  java
09:09:59 PM  1000      1709   4407.69      0.00 1608524  493000  12.20  java
09:10:00 PM  1000      1709    319.67      0.00 1608524  493408  12.21  java
09:10:01 PM  1000      1709    146.97      0.00 1608524  493724  12.22  java
09:10:02 PM  1000      1709    352.17      0.00 1610572  494768  12.25  java
09:10:03 PM  1000      1709   2998.36      1.64 1610572  502096  12.43  java
09:10:04 PM  1000      1709    272.58      0.00 1610572  502828  12.45  java
09:10:05 PM  1000      1709    190.62      0.00 1610572  503396  12.46  java
09:10:06 PM  1000      1709    413.73      0.00 1610572  504344  12.49  java
09:10:07 PM  1000      1709     18.89      0.00 1610572  504344  12.49  java
09:10:08 PM  1000      1709     91.04      0.00 1610572  504564  12.49  java
09:10:09 PM  1000      1709     48.31      0.00 1610572  504720  12.49  java
09:10:10 PM  1000      1709    127.42      0.00 1610572  505044  12.50  java
09:10:11 PM  1000      1709     95.95      0.00 1610572  505324  12.51  java
09:10:12 PM  1000      1709    187.69      0.00 1610572  505752  12.52  java
09:10:13 PM  1000      1709    220.00      0.00 1610572  506724  12.54  java
09:10:14 PM  1000      1709     82.19      0.00 1610572  507000  12.55  java
09:10:15 PM  1000      1709    125.86      0.00 1610572  507164  12.56  java
09:10:16 PM  1000      1709    147.62      0.00 1610572  507648  12.57  java
09:10:17 PM  1000      1709    225.00      0.00 1612620  508380  12.59  java
09:10:18 PM  1000      1709     92.86      0.00 1612620  508592  12.59  java
09:10:19 PM  1000      1709      0.00      0.00 1612620  508592  12.59  java
09:10:20 PM  1000      1709      8.51      0.00 1612620  508672  12.59  java
09:10:21 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
09:10:22 PM  1000      1709     17.71      0.00 1612620  508672  12.59  java
09:10:23 PM  1000      1709      1.04      0.00 1612620  508672  12.59  java
09:10:24 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
09:10:25 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
09:10:26 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
09:10:27 PM  1000      1709      4.21      0.00 1612620  508672  12.59  java
09:10:28 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
09:10:29 PM  1000      1709      0.00      0.00 1612620  508672  12.59  java
Average:     1000      1709    491.79      0.03 1607925  497277  12.31  java
