Linux 4.15.0-124-generic (bookstore) 	03/04/2021 	_x86_64_	(1 CPU)

09:04:28 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:04:29 PM  1000      1755      0.00      0.00 1600328  470836  11.66  java
09:04:31 PM  1000      1755   2011.94      0.00 1604424  474268  11.74  java
09:04:32 PM  1000      1755   6552.78      0.00 1606472  483224  11.96  java
09:04:33 PM  1000      1755     52.13      0.00 1606472  483224  11.96  java
09:04:34 PM  1000      1755    195.77      0.00 1606472  483888  11.98  java
09:04:35 PM  1000      1755    268.33      0.00 1606472  485040  12.01  java
09:04:36 PM  1000      1755     74.73      0.00 1606472  485340  12.02  java
09:04:37 PM  1000      1755    457.35      0.00 1608520  486096  12.03  java
09:04:38 PM  1000      1755   1561.40      1.75 1610568  490648  12.15  java
09:04:39 PM  1000      1755   1819.44      0.00 1610568  495860  12.28  java
09:04:40 PM  1000      1755    208.06      0.00 1610568  496304  12.29  java
09:04:41 PM  1000      1755    249.23      0.00 1610568  496840  12.30  java
09:04:42 PM  1000      1755    372.58      0.00 1612616  497620  12.32  java
09:04:43 PM  1000      1755   3249.12      0.00 1612616  505092  12.50  java
09:04:44 PM  1000      1755    198.44      0.00 1612616  505660  12.52  java
09:04:45 PM  1000      1755    329.31      0.00 1612616  506428  12.54  java
09:04:46 PM  1000      1755    538.64      0.00 1612616  507328  12.56  java
09:04:47 PM  1000      1755     78.26      0.00 1612616  507520  12.56  java
09:04:48 PM  1000      1755     52.63      0.00 1612616  507740  12.57  java
09:04:49 PM  1000      1755    275.00      0.00 1612616  508212  12.58  java
09:04:50 PM  1000      1755     13.04      0.00 1612616  508212  12.58  java
09:04:51 PM  1000      1755     60.32      0.00 1612616  508348  12.58  java
09:04:52 PM  1000      1755      6.45      0.00 1612616  508368  12.59  java
09:04:53 PM  1000      1755     86.67      0.00 1612616  508492  12.59  java
09:04:54 PM  1000      1755     30.34      0.00 1612616  508608  12.59  java
09:04:55 PM  1000      1755     47.22      0.00 1612616  508716  12.59  java
09:04:56 PM  1000      1755     78.87      0.00 1612616  508928  12.60  java
09:04:57 PM  1000      1755    180.82      0.00 1612616  509440  12.61  java
09:04:58 PM  1000      1755     28.26      0.00 1612616  509520  12.61  java
09:04:59 PM  1000      1755    175.34      0.00 1614664  510068  12.63  java
09:05:00 PM  1000      1755     16.67      0.00 1614664  510136  12.63  java
09:05:01 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:02 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:03 PM  1000      1755      6.45      0.00 1614664  510136  12.63  java
09:05:04 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:05 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:06 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:07 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
09:05:08 PM  1000      1755      4.17      0.00 1614664  510136  12.63  java
09:05:09 PM  1000      1755      0.00      0.00 1614664  510136  12.63  java
Average:     1000      1755    340.70      0.03 1611592  501681  12.42  java
