Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:28:34 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:28:35 AM  1000      1959    6.45    2.15    0.00    0.00    8.60     0  java
02:28:36 AM  1000      1959    3.19    0.00    0.00    0.00    3.19     0  java
02:28:37 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:28:38 AM  1000      1959    5.21    0.00    0.00    0.00    5.21     0  java
02:28:39 AM  1000      1959    4.35    0.00    0.00    0.00    4.35     0  java
02:28:40 AM  1000      1959    4.40    1.10    0.00    0.00    5.49     0  java
02:28:41 AM  1000      1959    3.09    0.00    0.00    0.00    3.09     0  java
02:28:42 AM  1000      1959    2.11    0.00    0.00    0.00    2.11     0  java
02:28:43 AM  1000      1959   31.25    1.25    0.00    0.00   32.50     0  java
02:28:44 AM  1000      1959   17.58    1.10    0.00    0.00   18.68     0  java
02:28:45 AM  1000      1959   15.05    4.30    0.00    0.00   19.35     0  java
02:28:46 AM  1000      1959   22.22    0.00    0.00    0.00   22.22     0  java
02:28:47 AM  1000      1959   15.96    0.00    0.00    0.00   15.96     0  java
02:28:48 AM  1000      1959   18.68    0.00    0.00    0.00   18.68     0  java
02:28:49 AM  1000      1959   14.89    0.00    0.00    0.00   14.89     0  java
02:28:50 AM  1000      1959   17.02    0.00    0.00    0.00   17.02     0  java
02:28:51 AM  1000      1959  100.00    3.85    0.00    0.00  100.00     0  java
02:28:52 AM  1000      1959    2.15    2.15    0.00    0.00    4.30     0  java
02:28:53 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:28:54 AM  1000      1959   22.62    0.00    0.00    0.00   22.62     0  java
02:28:55 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:28:56 AM  1000      1959   25.93    0.00    0.00    0.00   25.93     0  java
02:28:57 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:28:58 AM  1000      1959   15.73    0.00    0.00    0.00   15.73     0  java
02:28:59 AM  1000      1959   16.09    1.15    0.00    0.00   17.24     0  java
02:29:00 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:01 AM  1000      1959   12.64    0.00    0.00    0.00   12.64     0  java
02:29:02 AM  1000      1959   10.11    1.12    0.00    0.00   11.24     0  java
02:29:03 AM  1000      1959    4.35    1.09    0.00    0.00    5.43     0  java
02:29:04 AM  1000      1959    8.79    0.00    0.00    0.00    8.79     0  java
02:29:05 AM  1000      1959    2.13    1.06    0.00    0.00    3.19     0  java
02:29:06 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:29:07 AM  1000      1959    8.54    1.22    0.00    0.00    9.76     0  java
02:29:08 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:09 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:29:10 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:11 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:12 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:13 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:29:14 AM  1000      1959    1.03    1.03    0.00    0.00    2.06     0  java
Average:     1000      1959    9.45    0.52    0.00    0.00    9.98     -  java
