Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:16:46 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:16:47 AM  1000      1959    8.99    1.12    0.00    0.00   10.11     0  java
02:16:48 AM  1000      1959    2.13    0.00    0.00    0.00    2.13     0  java
02:16:49 AM  1000      1959   13.33    0.00    0.00    0.00   13.33     0  java
02:16:50 AM  1000      1959    1.06    2.13    0.00    0.00    3.19     0  java
02:16:51 AM  1000      1959    2.17    1.09    0.00    0.00    3.26     0  java
02:16:52 AM  1000      1959   14.29    0.00    0.00    0.00   14.29     0  java
02:16:53 AM  1000      1959   16.67    5.56    0.00    0.00   22.22     0  java
02:16:54 AM  1000      1959   24.44    0.00    0.00    0.00   24.44     0  java
02:16:55 AM  1000      1959   74.29    0.00    0.00    0.00   74.29     0  java
02:16:56 AM  1000      1959   10.00    0.00    0.00    0.00   10.00     0  java
02:16:57 AM  1000      1959   16.13    0.00    0.00    0.00   16.13     0  java
02:16:58 AM  1000      1959   27.59    0.00    0.00    0.00   27.59     0  java
02:16:59 AM  1000      1959   21.74    0.00    0.00    0.00   21.74     0  java
02:17:00 AM  1000      1959   61.43    0.00    0.00    0.00   61.43     0  java
02:17:01 AM  1000      1959   28.57    0.00    0.00    0.00   28.57     0  java
02:17:02 AM  1000      1959    2.15    0.00    0.00    0.00    2.15     0  java
02:17:03 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:17:04 AM  1000      1959   24.10    0.00    0.00    0.00   24.10     0  java
02:17:05 AM  1000      1959   22.09    0.00    0.00    0.00   22.09     0  java
02:17:06 AM  1000      1959   17.65    0.00    0.00    0.00   17.65     0  java
02:17:07 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:08 AM  1000      1959    6.45    0.00    0.00    0.00    6.45     0  java
02:17:09 AM  1000      1959   34.67    0.00    0.00    0.00   34.67     0  java
02:17:10 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:11 AM  1000      1959   21.18    0.00    0.00    0.00   21.18     0  java
02:17:12 AM  1000      1959    4.30    0.00    0.00    0.00    4.30     0  java
02:17:13 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:14 AM  1000      1959    5.43    0.00    0.00    0.00    5.43     0  java
02:17:15 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:16 AM  1000      1959    2.08    0.00    0.00    0.00    2.08     0  java
02:17:17 AM  1000      1959    5.38    0.00    0.00    0.00    5.38     0  java
02:17:18 AM  1000      1959    1.05    0.00    0.00    0.00    1.05     0  java
02:17:19 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:17:20 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:21 AM  1000      1959    2.11    0.00    0.00    0.00    2.11     0  java
02:17:22 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:23 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:24 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:17:25 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:17:26 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1959   10.68    0.25    0.00    0.00   10.93     -  java
