Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:34:44 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:34:45 AM  1000      1959   10.34    2.30    0.00    0.00   12.64     0  java
02:34:46 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:34:47 AM  1000      1959   10.23    0.00    0.00    0.00   10.23     0  java
02:34:48 AM  1000      1959   11.96    0.00    0.00    0.00   11.96     0  java
02:34:49 AM  1000      1959   22.99    2.30    0.00    0.00   25.29     0  java
02:34:50 AM  1000      1959   24.44    0.00    0.00    0.00   24.44     0  java
02:34:51 AM  1000      1959   15.22    0.00    0.00    0.00   15.22     0  java
02:34:52 AM  1000      1959   15.96    3.19    0.00    0.00   19.15     0  java
02:34:53 AM  1000      1959   27.59    2.30    0.00    0.00   29.89     0  java
02:34:54 AM  1000      1959   88.06    0.00    0.00    0.00   88.06     0  java
02:34:55 AM  1000      1959   10.87    5.43    0.00    0.00   16.30     0  java
02:34:56 AM  1000      1959   23.53    0.00    0.00    0.00   23.53     0  java
02:34:57 AM  1000      1959    1.05    0.00    0.00    0.00    1.05     0  java
02:34:58 AM  1000      1959   14.77    0.00    0.00    0.00   14.77     0  java
02:34:59 AM  1000      1959    9.09    0.00    0.00    0.00    9.09     0  java
02:35:00 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:35:01 AM  1000      1959   19.51    1.22    0.00    0.00   20.73     0  java
02:35:02 AM  1000      1959    2.20    3.30    0.00    0.00    5.49     0  java
02:35:03 AM  1000      1959   20.24    0.00    0.00    0.00   20.24     0  java
02:35:04 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:35:05 AM  1000      1959   11.36    1.14    0.00    0.00   12.50     0  java
02:35:06 AM  1000      1959    2.11    0.00    0.00    0.00    2.11     0  java
02:35:07 AM  1000      1959    1.04    1.04    0.00    0.00    2.08     0  java
02:35:08 AM  1000      1959    2.11    0.00    0.00    0.00    2.11     0  java
02:35:09 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:35:10 AM  1000      1959    7.87    1.12    0.00    0.00    8.99     0  java
02:35:11 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:12 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:13 AM  1000      1959    0.00    1.05    0.00    0.00    1.05     0  java
02:35:14 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:15 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:16 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:17 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:35:18 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:19 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:20 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:35:21 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:22 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:35:23 AM  1000      1959    2.11    3.16    0.00    0.00    5.26     0  java
02:35:24 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1959    8.11    0.68    0.00    0.00    8.79     -  java
