Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:14:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:14:23 AM  1000      1959   11.24    0.00    0.00    0.00   11.24     0  java
02:14:24 AM  1000      1959    6.38    1.06    0.00    0.00    7.45     0  java
02:14:25 AM  1000      1959   12.79    2.33    0.00    0.00   15.12     0  java
02:14:26 AM  1000      1959    2.17    0.00    0.00    0.00    2.17     0  java
02:14:27 AM  1000      1959    1.05    1.05    0.00    0.00    2.11     0  java
02:14:28 AM  1000      1959   15.48   11.90    0.00    0.00   27.38     0  java
02:14:29 AM  1000      1959   28.41    0.00    0.00    0.00   28.41     0  java
02:14:30 AM  1000      1959   30.59    0.00    0.00    0.00   30.59     0  java
02:14:31 AM  1000      1959   31.40    0.00    0.00    0.00   31.40     0  java
02:14:32 AM  1000      1959   31.76    0.00    0.00    0.00   31.76     0  java
02:14:33 AM  1000      1959   46.25    0.00    0.00    0.00   46.25     0  java
02:14:34 AM  1000      1959   43.21    0.00    0.00    0.00   43.21     0  java
02:14:35 AM  1000      1959   26.44    0.00    0.00    0.00   26.44     0  java
02:14:36 AM  1000      1959   23.46    0.00    0.00    0.00   23.46     0  java
02:14:37 AM  1000      1959    4.26    0.00    0.00    0.00    4.26     0  java
02:14:38 AM  1000      1959   35.06    0.00    0.00    0.00   35.06     0  java
02:14:39 AM  1000      1959    7.61    0.00    0.00    0.00    7.61     0  java
02:14:40 AM  1000      1959   47.14    0.00    0.00    0.00   47.14     0  java
02:14:41 AM  1000      1959    5.32    0.00    0.00    0.00    5.32     0  java
02:14:42 AM  1000      1959    5.15    0.00    0.00    0.00    5.15     0  java
02:14:43 AM  1000      1959   21.95    0.00    0.00    0.00   21.95     0  java
02:14:44 AM  1000      1959   11.49    0.00    0.00    0.00   11.49     0  java
02:14:45 AM  1000      1959    7.69    0.00    0.00    0.00    7.69     0  java
02:14:46 AM  1000      1959    2.13    0.00    0.00    0.00    2.13     0  java
02:14:47 AM  1000      1959    3.19    0.00    0.00    0.00    3.19     0  java
02:14:48 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:49 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:14:50 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:51 AM  1000      1959   13.64    0.00    0.00    0.00   13.64     0  java
02:14:52 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:53 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:14:54 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:55 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:56 AM  1000      1959    5.49    0.00    0.00    0.00    5.49     0  java
02:14:57 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:58 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:14:59 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:15:00 AM  1000      1959    1.03    0.00    0.00    0.00    1.03     0  java
02:15:01 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:15:02 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1959   11.15    0.39    0.00    0.00   11.54     -  java
