Linux 4.15.0-124-generic (bookstore) 	03/02/2021 	_x86_64_	(1 CPU)

09:36:54 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:36:55 PM  1000      1804    0.00    0.00    0.00    0.00    0.00     0  java
09:36:56 PM  1000      1804    3.06    2.04    0.00    0.00    5.10     0  java
09:36:57 PM  1000      1804  100.00   20.00    0.00    0.00  100.00     0  java
09:36:58 PM  1000      1804  100.00   20.51    0.00    0.00  100.00     0  java
09:36:59 PM  1000      1804   77.78    7.94    0.00    0.00   85.71     0  java
09:37:00 PM  1000      1804   28.21    7.69    0.00    0.00   35.90     0  java
09:37:01 PM  1000      1804   20.00    0.00    0.00    0.00   20.00     0  java
09:37:02 PM  1000      1804   38.96    7.79    0.00    0.00   46.75     0  java
09:37:03 PM  1000      1804   85.94    9.38    0.00    0.00   95.31     0  java
09:37:04 PM  1000      1804   78.87    0.00    0.00    0.00   78.87     0  java
09:37:05 PM  1000      1804   43.90    4.88    0.00    0.00   48.78     0  java
09:37:06 PM  1000      1804   63.38    4.23    0.00    0.00   67.61     0  java
09:37:07 PM  1000      1804   64.38    8.22    0.00    0.00   72.60     0  java
09:37:08 PM  1000      1804   86.15    3.08    0.00    0.00   89.23     0  java
09:37:09 PM  1000      1804   69.70   18.18    0.00    0.00   87.88     0  java
09:37:10 PM  1000      1804   69.70    3.03    0.00    0.00   72.73     0  java
09:37:11 PM  1000      1804  100.00   15.91    0.00    0.00  100.00     0  java
09:37:12 PM  1000      1804  100.00   37.84    0.00    0.00  100.00     0  java
09:37:13 PM  1000      1804   33.75    1.25    0.00    0.00   35.00     0  java
09:37:14 PM  1000      1804  100.00    9.62    0.00    0.00  100.00     0  java
09:37:15 PM  1000      1804    7.69    0.00    0.00    0.00    7.69     0  java
09:37:16 PM  1000      1804    2.13    1.06    0.00    0.00    3.19     0  java
09:37:17 PM  1000      1804    0.00    0.00    0.00    0.00    0.00     0  java
09:37:18 PM  1000      1804    0.00    0.00    0.00    0.00    0.00     0  java
09:37:19 PM  1000      1804    1.05    0.00    0.00    0.00    1.05     0  java
Average:     1000      1804   49.34    5.38    0.00    0.00   54.72     -  java
