Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:31:12 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:31:13 AM  1000      1959    6.52    1.09    0.00    0.00    7.61     0  java
02:31:14 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:15 AM  1000      1959    0.00    1.03    0.00    0.00    1.03     0  java
02:31:16 AM  1000      1959   15.91    0.00    0.00    0.00   15.91     0  java
02:31:17 AM  1000      1959    1.06    0.00    0.00    0.00    1.06     0  java
02:31:18 AM  1000      1959    1.05    0.00    0.00    0.00    1.05     0  java
02:31:19 AM  1000      1959   10.64    0.00    0.00    0.00   10.64     0  java
02:31:20 AM  1000      1959   12.63    0.00    0.00    0.00   12.63     0  java
02:31:21 AM  1000      1959   19.57    0.00    0.00    0.00   19.57     0  java
02:31:22 AM  1000      1959   18.68    0.00    0.00    0.00   18.68     0  java
02:31:23 AM  1000      1959   23.60    0.00    0.00    0.00   23.60     0  java
02:31:24 AM  1000      1959   15.38    3.30    0.00    0.00   18.68     0  java
02:31:25 AM  1000      1959   16.30    0.00    0.00    0.00   16.30     0  java
02:31:26 AM  1000      1959   20.22    1.12    0.00    0.00   21.35     0  java
02:31:27 AM  1000      1959   24.10    0.00    0.00    0.00   24.10     0  java
02:31:28 AM  1000      1959    3.26    0.00    0.00    0.00    3.26     0  java
02:31:29 AM  1000      1959    0.00    1.04    0.00    0.00    1.04     0  java
02:31:30 AM  1000      1959   18.52    3.70    0.00    0.00   22.22     0  java
02:31:31 AM  1000      1959    1.05    1.05    0.00    0.00    2.11     0  java
02:31:32 AM  1000      1959   21.69    0.00    0.00    0.00   21.69     0  java
02:31:33 AM  1000      1959    1.04    1.04    0.00    0.00    2.08     0  java
02:31:34 AM  1000      1959    2.11    2.11    0.00    0.00    4.21     0  java
02:31:35 AM  1000      1959   16.67    0.00    0.00    0.00   16.67     0  java
02:31:36 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:37 AM  1000      1959   26.25    1.25    0.00    0.00   27.50     0  java
02:31:38 AM  1000      1959    2.15    1.08    0.00    0.00    3.23     0  java
02:31:39 AM  1000      1959    2.11    0.00    0.00    0.00    2.11     0  java
02:31:40 AM  1000      1959    9.89    0.00    0.00    0.00    9.89     0  java
02:31:41 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:42 AM  1000      1959    0.00    1.04    0.00    0.00    1.04     0  java
02:31:43 AM  1000      1959    1.05    1.05    0.00    0.00    2.11     0  java
02:31:44 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:45 AM  1000      1959    0.00    1.02    0.00    0.00    1.02     0  java
02:31:46 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:47 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:48 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:49 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
02:31:50 AM  1000      1959    1.04    0.00    0.00    0.00    1.04     0  java
02:31:51 AM  1000      1959    0.00    1.03    0.00    0.00    1.03     0  java
02:31:52 AM  1000      1959    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1959    6.92    0.54    0.00    0.00    7.45     -  java
