Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:45:42 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:45:43 PM  1000      1504      0.00      0.00 1601376  470112  11.64  java
09:45:44 PM  1000      1504      2.04      0.00 1601376  470112  11.64  java
09:45:45 PM  1000      1504    105.75      0.00 1601376  470472  11.65  java
09:45:46 PM  1000      1504     12.09      0.00 1601376  470572  11.65  java
09:45:47 PM  1000      1504     67.78      0.00 1601376  470776  11.65  java
09:45:48 PM  1000      1504     17.86      0.00 1601376  470824  11.66  java
09:45:49 PM  1000      1504    105.88      0.00 1603424  471168  11.66  java
09:45:50 PM  1000      1504     37.93      0.00 1603424  471368  11.67  java
09:45:51 PM  1000      1504      9.89      0.00 1603424  471368  11.67  java
09:45:52 PM  1000      1504      0.00      0.00 1603424  471368  11.67  java
09:45:53 PM  1000      1504      2.04      0.00 1603424  471368  11.67  java
09:45:54 PM  1000      1504      0.00      0.00 1603424  471368  11.67  java
09:45:55 PM  1000      1504      0.00      0.00 1603424  471368  11.67  java
09:45:56 PM  1000      1504      0.00      0.00 1603424  471368  11.67  java
09:45:57 PM  1000      1504      0.00      0.00 1603424  471368  11.67  java
Average:     1000      1504     22.50      0.00 1602605  470999  11.66  java
