Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:55:06 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:55:07 PM  1000      1504      0.00      0.00 1603424  475988  11.78  java
09:55:08 PM  1000      1504      0.00      0.00 1603424  475988  11.78  java
09:55:09 PM  1000      1504      3.09      0.00 1603424  475988  11.78  java
09:55:10 PM  1000      1504      9.52      0.00 1603424  475988  11.78  java
09:55:11 PM  1000      1504      5.95      0.00 1603424  475988  11.78  java
09:55:12 PM  1000      1504     66.10      0.00 1603424  476192  11.79  java
09:55:13 PM  1000      1504      3.30      0.00 1603424  476192  11.79  java
09:55:14 PM  1000      1504      1.06      0.00 1603424  476192  11.79  java
09:55:15 PM  1000      1504      6.67      0.00 1603424  476192  11.79  java
09:55:16 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
09:55:17 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
09:55:18 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
09:55:19 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
09:55:20 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
09:55:21 PM  1000      1504      0.00      0.00 1603424  476192  11.79  java
Average:     1000      1504      4.69      0.00 1603424  476124  11.79  java
