Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:48:05 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:48:06 PM  1000      1504      0.00      0.00 1603424  472936  11.71  java
09:48:07 PM  1000      1504      0.00      0.00 1603424  472936  11.71  java
09:48:08 PM  1000      1504     10.34      0.00 1603424  472936  11.71  java
09:48:09 PM  1000      1504     11.11      0.00 1603424  472936  11.71  java
09:48:10 PM  1000      1504     11.24      0.00 1603424  473020  11.71  java
09:48:11 PM  1000      1504     18.29      0.00 1603424  473076  11.71  java
09:48:12 PM  1000      1504      5.49      0.00 1603424  473076  11.71  java
09:48:13 PM  1000      1504     19.28      0.00 1603424  473144  11.71  java
09:48:14 PM  1000      1504      4.12      0.00 1603424  473240  11.72  java
09:48:15 PM  1000      1504      0.00      0.00 1603424  473240  11.72  java
09:48:16 PM  1000      1504      0.00      0.00 1603424  473240  11.72  java
09:48:17 PM  1000      1504      0.00      0.00 1603424  473240  11.72  java
09:48:18 PM  1000      1504      0.00      0.00 1603424  473240  11.72  java
09:48:19 PM  1000      1504      0.00      0.00 1603424  473240  11.72  java
09:48:20 PM  1000      1504      1.04      0.00 1603424  473240  11.72  java
Average:     1000      1504      4.99      0.00 1603424  473116  11.71  java
