Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:09:51 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:09:52 PM  1000      1483      1.02      0.00 1607996  519620  12.86  java
11:09:53 PM  1000      1483      0.00      0.00 1607996  519620  12.86  java
11:09:54 PM  1000      1483     32.47      0.00 1607996  519844  12.87  java
11:09:55 PM  1000      1483      6.82      0.00 1607996  519844  12.87  java
11:09:56 PM  1000      1483      2.22      0.00 1607996  519844  12.87  java
11:09:57 PM  1000      1483     22.50      0.00 1607996  519884  12.87  java
11:09:58 PM  1000      1483      6.98      0.00 1607996  519884  12.87  java
11:09:59 PM  1000      1483      2.30      0.00 1607996  519884  12.87  java
11:10:00 PM  1000      1483      5.49      0.00 1607996  519884  12.87  java
11:10:01 PM  1000      1483      0.00      0.00 1607996  519884  12.87  java
11:10:02 PM  1000      1483     42.03      0.00 1607996  520032  12.87  java
11:10:03 PM  1000      1483     45.33      0.00 1607996  520180  12.88  java
11:10:04 PM  1000      1483      0.00      0.00 1607996  520180  12.88  java
11:10:05 PM  1000      1483      0.00      0.00 1607996  520180  12.88  java
11:10:06 PM  1000      1483      0.00      0.00 1607996  520180  12.88  java
Average:     1000      1483      9.73      0.00 1607996  519930  12.87  java
