Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

09:10:34 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:10:35 PM  1000      2075      0.00      0.00 1601268  515560  12.76  java
09:10:36 PM  1000      2075     59.78      0.00 1601268  515560  12.76  java
09:10:37 PM  1000      2075      0.00      0.00 1601268  515560  12.76  java
09:10:38 PM  1000      2075      7.95      0.00 1601268  515636  12.77  java
09:10:39 PM  1000      2075      0.00      0.00 1601268  515636  12.77  java
09:10:40 PM  1000      2075      0.00      0.00 1601268  515636  12.77  java
09:10:41 PM  1000      2075      0.00      0.00 1601268  515636  12.77  java
09:10:42 PM  1000      2075      2.20      0.00 1601268  515636  12.77  java
09:10:43 PM  1000      2075      0.00      0.00 1601268  515636  12.77  java
09:10:44 PM  1000      2075     12.20      0.00 1601268  515636  12.77  java
09:10:45 PM  1000      2075    393.67      0.00 1602580  516872  12.80  java
09:10:46 PM  1000      2075      4.44      0.00 1602580  516872  12.80  java
09:10:47 PM  1000      2075     20.25      0.00 1602580  516948  12.80  java
09:10:48 PM  1000      2075     11.36      0.00 1602580  517000  12.80  java
09:10:49 PM  1000      2075     15.29      0.00 1602580  517000  12.80  java
09:10:50 PM  1000      2075   1681.82      0.00 1607396  521448  12.91  java
09:10:51 PM  1000      2075      2.27      0.00 1607396  521448  12.91  java
09:10:52 PM  1000      2075      2.41      0.00 1607396  521448  12.91  java
09:10:53 PM  1000      2075      1.09      0.00 1602980  517588  12.81  java
09:10:54 PM  1000      2075     13.33      0.00 1602980  517588  12.81  java
09:10:55 PM  1000      2075      4.60      0.00 1602980  517588  12.81  java
09:10:56 PM  1000      2075      5.00      0.00 1602980  517704  12.82  java
09:10:57 PM  1000      2075      5.00      0.00 1602980  517704  12.82  java
09:10:58 PM  1000      2075      0.00      0.00 1602980  517704  12.82  java
09:10:59 PM  1000      2075      0.00      0.00 1602980  517704  12.82  java
09:11:00 PM  1000      2075      0.00      0.00 1602980  517704  12.82  java
09:11:01 PM  1000      2075     16.90      0.00 1602980  517748  12.82  java
09:11:02 PM  1000      2075      4.88      0.00 1602980  517748  12.82  java
09:11:03 PM  1000      2075      0.00      0.00 1602980  517748  12.82  java
09:11:04 PM  1000      2075      1.11      0.00 1602980  517748  12.82  java
09:11:05 PM  1000      2075   6712.96      0.00 1612892  527048  13.05  java
09:11:06 PM  1000      2075      0.00      0.00 1612892  527048  13.05  java
09:11:07 PM  1000      2075      0.00      0.00 1612892  527048  13.05  java
09:11:08 PM  1000      2075      2.08      0.00 1602228  517124  12.80  java
09:11:09 PM  1000      2075      2.30      0.00 1602228  517124  12.80  java
09:11:10 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:11 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:12 PM  1000      2075      1.08      0.00 1602228  517124  12.80  java
09:11:13 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:14 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:15 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:16 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:17 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:18 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:19 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:20 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:21 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:22 PM  1000      2075      4.17      0.00 1602228  517124  12.80  java
09:11:23 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
09:11:24 PM  1000      2075      0.00      0.00 1602228  517124  12.80  java
Average:     1000      2075    116.35      0.00 1603202  517794  12.82  java
