Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:07:09 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:07:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:11 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:14 PM    dev8-0      1,00      0,00     48,00      0,00     48,00      0,00      1,00      0,40
10:07:15 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     37,00      0,40
10:07:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:19 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
10:07:20 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     37,00      0,40
10:07:21 PM    dev8-0     32,00      0,00    160,00      0,00      5,00      0,16      6,62      2,00
10:07:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:07:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      2,40      0,00     15,73      0,00      6,56      0,02      8,00      0,24
