Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:57:48 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:57:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:51 PM    dev8-0      2,00      0,00     60,00      0,00     30,00      0,03     16,50      0,80
09:57:52 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:53 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:55 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:56 PM    dev8-0      2,00      0,00     36,00      0,00     18,00      0,04     19,00      0,80
09:57:57 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:58 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:01 PM    dev8-0      2,00      0,00     28,00      0,00     14,00      0,05     26,00      0,80
09:58:02 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:03 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      0,40      0,00      8,27      0,00     20,67      0,01     20,50      0,16
