Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:05:57 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:05:58 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,00      0,50      0,40
10:05:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:01 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:02 PM    dev8-0      1,00      0,00     60,00      0,00     60,00      0,00      1,00      0,40
10:06:03 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
10:06:04 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:05 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:06 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:07 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      0,00      0,40
10:06:08 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     41,00      0,40
10:06:09 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:11 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:06:12 PM    dev8-0      1,00      0,00     36,00      0,00     36,00      0,00      1,00      0,40
Average:       dev8-0      0,47      0,00     10,13      0,00     21,71      0,00     11,29      0,16
