Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:01:11 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:01:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:16 PM    dev8-0      1,00      0,00     60,00      0,00     60,00      0,00      1,00      0,40
10:01:17 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,05     51,00      0,40
10:01:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:21 PM    dev8-0     18,00      0,00    456,00      0,00     25,33      0,00      1,28      1,20
10:01:22 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     33,00      0,40
10:01:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:01:25 PM    dev8-0      2,00      8,00      0,00      0,00      4,00      0,00      0,50      0,40
10:01:26 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
Average:       dev8-0      1,60      0,53     36,78      0,00     23,33      0,01      4,54      0,21
