Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:56:56 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:56:57 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:56:58 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:56:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:01 PM    dev8-0      1,00      0,00     60,00      0,00     60,00      0,00      0,00      0,40
09:57:02 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,04     39,00      0,40
09:57:03 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:04 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:05 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:06 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
09:57:07 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,03     36,00      0,40
09:57:08 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:09 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:57:11 PM    dev8-0      1,00      0,00     24,00      0,00     24,00      0,00      1,00      0,40
Average:       dev8-0      0,33      0,00      6,93      0,00     20,80      0,00     15,20      0,13
