Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:58:39 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:58:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:42 PM    dev8-0     11,00      0,00    104,00      0,00      9,45      0,00      1,36      0,80
09:58:43 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
09:58:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:46 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:47 PM    dev8-0      3,00      0,00     52,00      0,00     17,33      0,00      0,67      0,80
09:58:48 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     40,00      0,40
09:58:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:51 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:58:52 PM    dev8-0      1,00      0,00     24,00      0,00     24,00      0,00      0,00      0,40
09:58:53 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     32,00      0,40
09:58:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      1,20      0,00     12,80      0,00     10,67      0,01      6,89      0,21
