Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:35:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:35:27 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:35:28 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:35:29 PM  1000      1453   44.94    1.12    0.00    0.00   46.07     0  java
11:35:30 PM  1000      1453   36.56    3.23    0.00    0.00   39.78     0  java
11:35:31 PM  1000      1453   34.07    2.20    0.00    0.00   36.26     0  java
11:35:32 PM  1000      1453   69.74    3.95    0.00    0.00   73.68     0  java
11:35:33 PM  1000      1453   39.56    0.00    0.00    0.00   39.56     0  java
11:35:34 PM  1000      1453   35.48    2.15    0.00    0.00   37.63     0  java
11:35:35 PM  1000      1453   26.32    1.05    0.00    0.00   27.37     0  java
11:35:36 PM  1000      1453   36.26    4.40    0.00    0.00   40.66     0  java
11:35:37 PM  1000      1453   30.77    6.59    0.00    0.00   37.36     0  java
11:35:38 PM  1000      1453   28.72    3.19    0.00    0.00   31.91     0  java
11:35:39 PM  1000      1453    5.15    1.03    0.00    0.00    6.19     0  java
11:35:40 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:35:41 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1453   24.75    1.87    0.00    0.00   26.61     -  java
