Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:38:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:38:35 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:38:36 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:38:37 PM  1000      1453   25.53    7.45    0.00    0.00   32.98     0  java
11:38:38 PM  1000      1453   42.70    2.25    0.00    0.00   44.94     0  java
11:38:39 PM  1000      1453   46.51    9.30    0.00    0.00   55.81     0  java
11:38:40 PM  1000      1453   34.44    4.44    0.00    0.00   38.89     0  java
11:38:41 PM  1000      1453   68.42    3.95    0.00    0.00   72.37     0  java
11:38:42 PM  1000      1453   44.71    3.53    0.00    0.00   48.24     0  java
11:38:43 PM  1000      1453   21.43    3.06    0.00    0.00   24.49     0  java
11:38:44 PM  1000      1453   30.53    0.00    0.00    0.00   30.53     0  java
11:38:45 PM  1000      1453   43.33    1.11    0.00    0.00   44.44     0  java
11:38:46 PM  1000      1453   25.53    5.32    0.00    0.00   30.85     0  java
11:38:47 PM  1000      1453   10.42    0.00    0.00    0.00   10.42     0  java
11:38:48 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:38:49 PM  1000      1453    1.01    1.01    0.00    0.00    2.02     0  java
Average:     1000      1453   25.02    2.67    0.00    0.00   27.69     -  java
