Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:52:16 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:52:17 AM  1000      1907      1.09      0.00 1606224  499144  12.36  java
01:52:18 AM  1000      1907      0.00      0.00 1606224  499144  12.36  java
01:52:19 AM  1000      1907      0.00      0.00 1606224  499144  12.36  java
01:52:20 AM  1000      1907      3.19      0.00 1606224  499144  12.36  java
01:52:21 AM  1000      1907      1.05      0.00 1606224  499208  12.36  java
01:52:22 AM  1000      1907      7.69      0.00 1606224  499208  12.36  java
01:52:23 AM  1000      1907      4.21      0.00 1606224  499208  12.36  java
01:52:24 AM  1000      1907      9.57      0.00 1606224  499272  12.36  java
01:52:25 AM  1000      1907   3815.52      0.00 1615820  508080  12.58  java
01:52:26 AM  1000      1907      9.78      0.00 1615820  508080  12.58  java
01:52:27 AM  1000      1907      8.79      0.00 1615820  508148  12.58  java
01:52:28 AM  1000      1907      3.66      0.00 1615820  508148  12.58  java
01:52:29 AM  1000      1907      1.12      0.00 1615820  508148  12.58  java
01:52:30 AM  1000      1907      2.50      0.00 1606380  499696  12.37  java
01:52:31 AM  1000      1907      1.06      0.00 1606380  499696  12.37  java
01:52:32 AM  1000      1907      0.00      0.00 1606380  499696  12.37  java
01:52:33 AM  1000      1907     32.58      0.00 1606380  499824  12.37  java
01:52:34 AM  1000      1907      1.06      0.00 1606380  499824  12.37  java
01:52:35 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:36 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:37 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:38 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:39 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:40 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:41 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:42 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:43 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:44 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:45 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
01:52:46 AM  1000      1907      0.00      0.00 1606380  499824  12.37  java
Average:     1000      1907     82.74      0.00 1607912  501023  12.40  java
