Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:46:31 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:46:32 AM  1000      1907      1.09      0.00 1606224  496344  12.29  java
01:46:33 AM  1000      1907      0.00      0.00 1606224  496344  12.29  java
01:46:34 AM  1000      1907      0.00      0.00 1606224  496344  12.29  java
01:46:35 AM  1000      1907      0.00      0.00 1606224  496344  12.29  java
01:46:36 AM  1000      1907      0.00      0.00 1606224  496344  12.29  java
01:46:37 AM  1000      1907      0.00      0.00 1606224  496344  12.29  java
01:46:38 AM  1000      1907      4.35      0.00 1606224  496344  12.29  java
01:46:39 AM  1000      1907      2.15      0.00 1606224  496344  12.29  java
01:46:40 AM  1000      1907      9.52      0.00 1606224  496396  12.29  java
01:46:41 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:42 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:43 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:44 AM  1000      1907      2.47      0.00 1606224  496396  12.29  java
01:46:45 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:46 AM  1000      1907      5.49      0.00 1606224  496396  12.29  java
01:46:47 AM  1000      1907      3.75      0.00 1606224  496396  12.29  java
01:46:48 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:49 AM  1000      1907      1.08      0.00 1606224  496396  12.29  java
01:46:50 AM  1000      1907      6.82      0.00 1606224  496396  12.29  java
01:46:51 AM  1000      1907      0.00      0.00 1606224  496396  12.29  java
01:46:52 AM  1000      1907      9.20      0.00 1606224  496476  12.29  java
01:46:53 AM  1000      1907      4.49      0.00 1606224  496476  12.29  java
01:46:54 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:46:55 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:46:56 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:46:57 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:46:58 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:46:59 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:47:00 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
01:47:01 AM  1000      1907      0.00      0.00 1606224  496476  12.29  java
Average:     1000      1907      1.59      0.00 1606224  496409  12.29  java
