Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:55:38 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:55:39 AM  1000      1907      0.00      0.00 1609776  504124  12.48  java
01:55:40 AM  1000      1907      2.27      0.00 1609776  504124  12.48  java
01:55:41 AM  1000      1907      0.00      0.00 1609776  504124  12.48  java
01:55:42 AM  1000      1907      1.08      0.00 1609776  504124  12.48  java
01:55:43 AM  1000      1907      1.06      0.00 1609776  504124  12.48  java
01:55:44 AM  1000      1907      1.09      0.00 1609776  504124  12.48  java
01:55:45 AM  1000      1907      0.00      0.00 1609776  504124  12.48  java
01:55:46 AM  1000      1907      9.30      0.00 1609776  504124  12.48  java
01:55:47 AM  1000      1907      0.00      0.00 1609776  504124  12.48  java
01:55:48 AM  1000      1907      0.00      0.00 1609776  504124  12.48  java
01:55:49 AM  1000      1907      1.08      0.00 1609776  504124  12.48  java
01:55:50 AM  1000      1907      2.30      0.00 1609776  504220  12.48  java
01:55:51 AM  1000      1907      5.00      0.00 1609776  504220  12.48  java
01:55:52 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:55:53 AM  1000      1907      4.49      0.00 1609776  504220  12.48  java
01:55:54 AM  1000      1907      6.25      0.00 1609776  504220  12.48  java
01:55:55 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:55:56 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:55:57 AM  1000      1907      2.15      0.00 1609776  504220  12.48  java
01:55:58 AM  1000      1907      1.05      0.00 1609776  504220  12.48  java
01:55:59 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:00 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:01 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:02 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:03 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:04 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:05 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:06 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:07 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:08 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
Average:     1000      1907      1.14      0.00 1609776  504185  12.48  java
