Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:50:04 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:50:05 AM  1000      1907      3.23      0.00 1606224  497860  12.33  java
01:50:06 AM  1000      1907      0.00      0.00 1606224  497860  12.33  java
01:50:07 AM  1000      1907      5.38      0.00 1606224  497860  12.33  java
01:50:08 AM  1000      1907      3.26      0.00 1606224  497860  12.33  java
01:50:09 AM  1000      1907     29.87      0.00 1606224  497920  12.33  java
01:50:10 AM  1000      1907     13.25      0.00 1606224  498048  12.33  java
01:50:11 AM  1000      1907     87.78      0.00 1606224  498328  12.34  java
01:50:12 AM  1000      1907      2.20      0.00 1606224  498328  12.34  java
01:50:13 AM  1000      1907      5.95      0.00 1606224  498328  12.34  java
01:50:14 AM  1000      1907      4.44      0.00 1606224  498404  12.34  java
01:50:15 AM  1000      1907     15.79      0.00 1606224  498404  12.34  java
01:50:16 AM  1000      1907      1.12      0.00 1606224  498404  12.34  java
01:50:17 AM  1000      1907     23.19      0.00 1606224  498444  12.34  java
01:50:18 AM  1000      1907      2.25      0.00 1606224  498444  12.34  java
01:50:19 AM  1000      1907      9.89      0.00 1606224  498512  12.34  java
01:50:20 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:21 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:22 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:23 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:24 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:25 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:26 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:27 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:28 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:29 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:30 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:31 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:32 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:33 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
01:50:34 AM  1000      1907      0.00      0.00 1606224  498512  12.34  java
Average:     1000      1907      6.37      0.00 1606224  498356  12.34  java
