Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:56:41 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:56:42 AM  1000      1907      0.00      0.00 1609776  504220  12.48  java
01:56:43 AM  1000      1907     36.36      0.00 1609776  504436  12.49  java
01:56:44 AM  1000      1907      0.00      0.00 1609776  504436  12.49  java
01:56:45 AM  1000      1907      0.00      0.00 1609776  504436  12.49  java
01:56:46 AM  1000      1907      0.00      0.00 1609776  504436  12.49  java
01:56:47 AM  1000      1907      6.52      0.00 1609776  504436  12.49  java
01:56:48 AM  1000      1907      2.15      0.00 1609776  504436  12.49  java
01:56:49 AM  1000      1907      7.87      0.00 1609776  504560  12.49  java
01:56:50 AM  1000      1907      4.49      0.00 1609776  504560  12.49  java
01:56:51 AM  1000      1907      0.00      0.00 1609776  504560  12.49  java
01:56:52 AM  1000      1907      4.49      0.00 1609776  504560  12.49  java
01:56:53 AM  1000      1907      1.08      0.00 1609776  504560  12.49  java
01:56:54 AM  1000      1907      5.75      0.00 1609776  504560  12.49  java
01:56:55 AM  1000      1907     13.41      0.00 1609776  504632  12.49  java
01:56:56 AM  1000      1907    142.00      0.00 1609776  504888  12.50  java
01:56:57 AM  1000      1907      3.26      0.00 1609776  504888  12.50  java
01:56:58 AM  1000      1907     54.88      0.00 1609776  505064  12.50  java
01:56:59 AM  1000      1907      1.06      0.00 1609776  505064  12.50  java
01:57:00 AM  1000      1907      5.68      0.00 1609776  505064  12.50  java
01:57:01 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:02 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:03 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:04 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:05 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:06 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:07 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:08 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:09 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:10 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
01:57:11 AM  1000      1907      0.00      0.00 1609776  505064  12.50  java
Average:     1000      1907      7.07      0.00 1609776  504783  12.50  java
