Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:54:29 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:54:30 AM  1000      1907      2.20      0.00 1609776  503536  12.47  java
01:54:31 AM  1000      1907      0.00      0.00 1609776  503536  12.47  java
01:54:32 AM  1000      1907      0.00      0.00 1609776  503536  12.47  java
01:54:33 AM  1000      1907      0.00      0.00 1609776  503536  12.47  java
01:54:34 AM  1000      1907      0.00      0.00 1609776  503536  12.47  java
01:54:35 AM  1000      1907      1.05      0.00 1609776  503536  12.47  java
01:54:36 AM  1000      1907      2.25      0.00 1609776  503536  12.47  java
01:54:37 AM  1000      1907      2.20      0.00 1609776  503536  12.47  java
01:54:38 AM  1000      1907      2.17      0.00 1609776  503536  12.47  java
01:54:39 AM  1000      1907      7.78      0.00 1609776  503592  12.47  java
01:54:40 AM  1000      1907      4.60      0.00 1609776  503592  12.47  java
01:54:41 AM  1000      1907      3.33      0.00 1609776  503592  12.47  java
01:54:42 AM  1000      1907      3.23      0.00 1609776  503592  12.47  java
01:54:43 AM  1000      1907      2.27      0.00 1609776  503592  12.47  java
01:54:44 AM  1000      1907      1.11      0.00 1609776  503592  12.47  java
01:54:45 AM  1000      1907      0.00      0.00 1609776  503592  12.47  java
01:54:46 AM  1000      1907      0.00      0.00 1609776  503592  12.47  java
01:54:47 AM  1000      1907      1.18      0.00 1609776  503592  12.47  java
01:54:48 AM  1000      1907      0.00      0.00 1609776  503592  12.47  java
01:54:49 AM  1000      1907      0.00      0.00 1609776  503592  12.47  java
01:54:50 AM  1000      1907     65.38      0.00 1609776  503764  12.47  java
01:54:51 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:52 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:53 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:54 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:55 AM  1000      1907      2.06      0.00 1609776  503764  12.47  java
01:54:56 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:57 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:58 AM  1000      1907      0.00      0.00 1609776  503764  12.47  java
01:54:59 AM  1000      1907     38.95      0.00 1609776  503864  12.47  java
Average:     1000      1907      3.77      0.00 1609776  503636  12.47  java
