Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:24:06 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:24:07 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:08 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:09 PM    dev8-0      3,00      0,00     64,00      0,00     21,33      0,03     10,00      0,80
08:24:10 PM    dev8-0     10,00      0,00     52,00      0,00      5,20      0,00      1,50      0,40
08:24:11 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:14 PM    dev8-0      1,00      0,00     56,00      0,00     56,00      0,00      0,00      0,40
08:24:15 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,05     54,00      0,40
08:24:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:24:19 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
08:24:20 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     36,00      0,40
08:24:21 PM    dev8-0      2,00      0,00      8,00      0,00      4,00      0,00      0,50      0,40
Average:       dev8-0      1,27      0,00     13,86      0,00     10,95      0,01      7,16      0,21
