Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:12:33 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:12:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:35 PM    dev8-0      2,00      0,00     64,00      0,00     32,00      0,04     20,00      0,80
08:12:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:39 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:40 PM    dev8-0      2,00      0,00     36,00      0,00     18,00      0,05     25,00      0,80
08:12:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:42 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:43 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:45 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
08:12:46 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,03     32,00      0,40
08:12:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:12:48 PM    dev8-0      2,00      0,00      8,00      0,00      4,00      0,00      0,50      0,40
Average:       dev8-0      0,53      0,00      9,07      0,00     17,00      0,01     15,50      0,19
