Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:50:17 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:50:18 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:50:19 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:50:20 PM  1000      1617   16.85    3.37    0.00    0.00   20.22     0  java
09:50:21 PM  1000      1617   11.83    3.23    0.00    0.00   15.05     0  java
09:50:22 PM  1000      1617    8.25    4.12    0.00    0.00   12.37     0  java
09:50:23 PM  1000      1617   15.38    2.20    0.00    0.00   17.58     0  java
09:50:24 PM  1000      1617   11.96    1.09    0.00    0.00   13.04     0  java
09:50:25 PM  1000      1617   13.83    0.00    0.00    0.00   13.83     0  java
09:50:26 PM  1000      1617   15.22    0.00    0.00    0.00   15.22     0  java
09:50:27 PM  1000      1617   19.57    0.00    0.00    0.00   19.57     0  java
09:50:28 PM  1000      1617   10.42    0.00    0.00    0.00   10.42     0  java
09:50:29 PM  1000      1617    9.18    1.02    0.00    0.00   10.20     0  java
09:50:30 PM  1000      1617    0.00    1.02    0.00    0.00    1.02     0  java
09:50:31 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:50:32 PM  1000      1617    1.01    0.00    0.00    0.00    1.01     0  java
Average:     1000      1617    8.69    1.05    0.00    0.00    9.74     -  java
