Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:27:15 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:27:16 PM  1000      1480    0.00    0.00    0.00    0.00    0.00     0  java
10:27:17 PM  1000      1480    0.00    0.00    0.00    0.00    0.00     0  java
10:27:18 PM  1000      1480   21.11    0.00    0.00    0.00   21.11     0  java
10:27:19 PM  1000      1480   23.60    3.37    0.00    0.00   26.97     0  java
10:27:20 PM  1000      1480   17.02    2.13    0.00    0.00   19.15     0  java
10:27:21 PM  1000      1480   12.50    0.00    0.00    0.00   12.50     0  java
10:27:22 PM  1000      1480   18.56    0.00    0.00    0.00   18.56     0  java
10:27:23 PM  1000      1480   37.50    4.55    0.00    0.00   42.05     0  java
10:27:24 PM  1000      1480   25.58    6.98    0.00    0.00   32.56     0  java
10:27:25 PM  1000      1480   25.27    0.00    0.00    0.00   25.27     0  java
10:27:26 PM  1000      1480   17.20    3.23    0.00    0.00   20.43     0  java
10:27:27 PM  1000      1480   15.79    0.00    0.00    0.00   15.79     0  java
10:27:28 PM  1000      1480    1.01    0.00    0.00    0.00    1.01     0  java
10:27:29 PM  1000      1480    0.00    0.00    0.00    0.00    0.00     0  java
10:27:30 PM  1000      1480    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1480   13.95    1.27    0.00    0.00   15.23     -  java
