Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:43:11 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:43:12 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,05     52,00      0,40
09:43:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:16 PM    dev8-0      1,00      0,00     56,00      0,00     56,00      0,00      0,00      0,40
09:43:17 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     32,00      0,40
09:43:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:21 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      0,00      0,40
09:43:22 PM    dev8-0      2,00      0,00     20,00      0,00     10,00      0,03     18,00      0,80
09:43:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:43:26 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
Average:       dev8-0      0,47      0,00      8,00      0,00     17,14      0,01     17,29      0,19
