Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:33:40 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:33:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:42 PM    dev8-0     13,00      0,00    100,00      0,00      7,69      0,00      1,38      0,80
09:33:43 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     47,00      0,40
09:33:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:46 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:47 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      0,00      0,40
09:33:48 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     39,00      0,40
09:33:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:51 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:52 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
09:33:53 PM    dev8-0      2,00      0,00     20,00      0,00     10,00      0,03     16,50      0,80
09:33:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:33:55 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      1,27      0,00     11,99      0,00      9,47      0,01      7,26      0,21
