Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:34:35 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:34:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:39 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      0,00      0,40
09:34:40 PM    dev8-0      1,00      0,00     56,00      0,00     56,00      0,00      1,00      0,40
09:34:41 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     42,00      0,40
09:34:42 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:43 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:45 PM    dev8-0     13,86      0,00     99,01      0,00      7,14      0,00      1,71      0,79
09:34:46 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
09:34:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:48 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:34:50 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
Average:       dev8-0      1,27      0,00     13,32      0,00     10,53      0,00      5,37      0,19
