Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

11:02:00 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:02:01 PM  1000      1915      1.09      0.00 1607680  522272  12.93  java
11:02:02 PM  1000      1915      0.00      0.00 1607680  522272  12.93  java
11:02:03 PM  1000      1915      0.00      0.00 1607680  522272  12.93  java
11:02:04 PM  1000      1915    100.00      0.00 1607680  522600  12.94  java
11:02:05 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:06 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:07 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:08 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:09 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:10 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:11 PM  1000      1915      1.04      0.00 1607680  522600  12.94  java
11:02:12 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:13 PM  1000      1915      2.22      0.00 1607680  522600  12.94  java
11:02:14 PM  1000      1915      6.67      0.00 1607680  522600  12.94  java
11:02:15 PM  1000      1915      0.00      0.00 1607680  522600  12.94  java
11:02:16 PM  1000      1915      5.95      0.00 1607680  522600  12.94  java
11:02:17 PM  1000      1915      3.61      0.00 1607680  522660  12.94  java
11:02:18 PM  1000      1915      2.11      0.00 1607680  522660  12.94  java
11:02:19 PM  1000      1915      0.00      0.00 1607680  522660  12.94  java
11:02:20 PM  1000      1915     10.77      0.00 1607680  522660  12.94  java
11:02:21 PM  1000      1915     13.41      0.00 1607680  522708  12.94  java
11:02:22 PM  1000      1915     15.69      0.00 1607680  522708  12.94  java
11:02:23 PM  1000      1915     27.27      0.00 1607680  522788  12.94  java
11:02:24 PM  1000      1915      0.00      0.00 1607680  522788  12.94  java
11:02:25 PM  1000      1915     28.79      0.00 1607680  522852  12.94  java
11:02:26 PM  1000      1915      0.00      0.00 1607680  522852  12.94  java
11:02:27 PM  1000      1915     11.76      0.00 1607680  522852  12.94  java
11:02:28 PM  1000      1915     18.37      0.00 1607680  522916  12.95  java
11:02:29 PM  1000      1915     12.50      0.00 1607680  522916  12.95  java
11:02:30 PM  1000      1915      0.00      0.00 1607680  522916  12.95  java
11:02:31 PM  1000      1915      0.00      0.00 1607680  522916  12.95  java
11:02:32 PM  1000      1915      0.00      0.00 1607680  522916  12.95  java
11:02:33 PM  1000      1915      0.00      0.00 1607680  522916  12.95  java
11:02:34 PM  1000      1915      1.49      0.00 1607680  522916  12.95  java
11:02:35 PM  1000      1915      1.08      0.00 1607680  522916  12.95  java
11:02:36 PM  1000      1915      1.12      0.00 1607680  522916  12.95  java
11:02:37 PM  1000      1915     10.26      0.00 1607680  523180  12.95  java
11:02:38 PM  1000      1915      0.00      0.00 1607680  523180  12.95  java
11:02:39 PM  1000      1915      0.00      0.00 1607680  523180  12.95  java
11:02:40 PM  1000      1915      0.00      0.00 1607680  523180  12.95  java
11:02:41 PM  1000      1915      5.00      0.00 1607680  523248  12.95  java
11:02:42 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:43 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:45 PM  1000      1915      4.84      0.00 1607680  523248  12.95  java
11:02:46 PM  1000      1915     15.38      0.00 1607680  523248  12.95  java
11:02:47 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:48 PM  1000      1915      1.69      0.00 1607680  523248  12.95  java
11:02:49 PM  1000      1915      5.19      0.00 1607680  523248  12.95  java
11:02:50 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:51 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:52 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:53 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:54 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:55 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:56 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:57 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:02:58 PM  1000      1915      1.28      0.00 1607680  523248  12.95  java
11:02:59 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:00 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:01 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:02 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:03 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:04 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:05 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:06 PM  1000      1915      1.72      0.00 1607680  523248  12.95  java
11:03:07 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:08 PM  1000      1915      0.00      0.00 1607680  523248  12.95  java
11:03:09 PM  1000      1915      5.71      0.00 1607680  523312  12.96  java
11:03:10 PM  1000      1915      0.00      0.00 1607680  523312  12.96  java
11:03:11 PM  1000      1915      4.49      0.00 1607680  523312  12.96  java
11:03:12 PM  1000      1915      7.81      0.00 1607680  523312  12.96  java
11:03:13 PM  1000      1915      0.00      0.00 1607680  523312  12.96  java
11:03:14 PM  1000      1915      0.00      0.00 1607680  523312  12.96  java
11:03:15 PM  1000      1915      0.00      0.00 1607680  523312  12.96  java
11:03:16 PM  1000      1915      2.11      0.00 1607680  523312  12.96  java
11:03:17 PM  1000      1915      0.00      0.00 1607680  523312  12.96  java

Average:     1000      1915      3.72      0.00 1607680  522990  12.95  java
