Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:31:12 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:31:13 AM  1000      1959      2.17      0.00 1611916  531268  13.15  java
02:31:14 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:31:15 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:31:16 AM  1000      1959      6.82      0.00 1611916  531268  13.15  java
02:31:17 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:31:18 AM  1000      1959      1.05      0.00 1611916  531332  13.15  java
02:31:19 AM  1000      1959      0.00      0.00 1611916  531332  13.15  java
02:31:20 AM  1000      1959      0.00      0.00 1611916  531332  13.15  java
02:31:21 AM  1000      1959      1.08      0.00 1611916  531332  13.15  java
02:31:22 AM  1000      1959      3.33      0.00 1611916  531332  13.15  java
02:31:23 AM  1000      1959      2.22      0.00 1611916  531332  13.15  java
02:31:24 AM  1000      1959      0.00      0.00 1611916  531332  13.15  java
02:31:25 AM  1000      1959      0.00      0.00 1611916  531332  13.15  java
02:31:26 AM  1000      1959      7.87      0.00 1611916  531332  13.15  java
02:31:27 AM  1000      1959      7.23      0.00 1611916  531396  13.16  java
02:31:28 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:29 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:30 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:31 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:32 AM  1000      1959      2.41      0.00 1611916  531396  13.16  java
02:31:33 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:34 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:35 AM  1000      1959      3.57      0.00 1611916  531396  13.16  java
02:31:36 AM  1000      1959      1.02      0.00 1611916  531396  13.16  java
02:31:37 AM  1000      1959     11.25      0.00 1611916  531396  13.16  java
02:31:38 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:39 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:40 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:41 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:42 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:43 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:44 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:45 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:46 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:47 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:48 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:49 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:50 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:51 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
02:31:52 AM  1000      1959      0.00      0.00 1611916  531396  13.16  java
Average:     1000      1959      1.16      0.00 1611916  531366  13.15  java
