Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:21:51 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:21:52 AM  1000      1959    359.34      0.00 1611916  529760  13.11  java
02:21:53 AM  1000      1959      1.09      0.00 1611916  529760  13.11  java
02:21:54 AM  1000      1959      0.00      0.00 1611916  529760  13.11  java
02:21:55 AM  1000      1959      2.25      0.00 1611916  529760  13.11  java
02:21:56 AM  1000      1959      0.00      0.00 1611916  529760  13.11  java
02:21:57 AM  1000      1959      2.63      0.00 1611916  529832  13.12  java
02:21:58 AM  1000      1959     13.04      0.00 1611916  529832  13.12  java
02:21:59 AM  1000      1959     25.00      0.00 1611916  529876  13.12  java
02:22:00 AM  1000      1959     14.46      0.00 1611916  529876  13.12  java
02:22:01 AM  1000      1959      3.19      0.00 1611916  529876  13.12  java
02:22:02 AM  1000      1959     15.12      0.00 1611916  529964  13.12  java
02:22:03 AM  1000      1959      7.32      0.00 1611916  530020  13.12  java
02:22:04 AM  1000      1959      1.06      0.00 1611916  530020  13.12  java
02:22:05 AM  1000      1959      3.70      0.00 1611916  530020  13.12  java
02:22:06 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:07 AM  1000      1959      2.17      0.00 1611916  530020  13.12  java
02:22:08 AM  1000      1959      8.33      0.00 1611916  530020  13.12  java
02:22:09 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:10 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:11 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:12 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:13 AM  1000      1959      2.38      0.00 1611916  530020  13.12  java
02:22:14 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:15 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:16 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:17 AM  1000      1959      2.38      0.00 1611916  530020  13.12  java
02:22:18 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:19 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:20 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:21 AM  1000      1959      0.00      0.00 1611916  530020  13.12  java
02:22:22 AM  1000      1959      3.12      0.00 1611916  530020  13.12  java
02:22:23 AM  1000      1959      7.95      0.00 1611916  530092  13.12  java
02:22:24 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:25 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:26 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:27 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:28 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:29 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:30 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:22:31 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
Average:     1000      1959     11.80      0.00 1611916  529982  13.12  java
