Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:29:48 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:29:49 AM  1000      1959      1.10      0.00 1611916  530936  13.14  java
02:29:50 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:51 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:52 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:53 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:54 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:55 AM  1000      1959      0.00      0.00 1611916  530936  13.14  java
02:29:56 AM  1000      1959      3.30      0.00 1611916  530936  13.14  java
02:29:57 AM  1000      1959      1.05      0.00 1611916  531076  13.15  java
02:29:58 AM  1000      1959      8.05      0.00 1611916  531076  13.15  java
02:29:59 AM  1000      1959     10.71      0.00 1611916  531116  13.15  java
02:30:00 AM  1000      1959      1.08      0.00 1611916  531116  13.15  java
02:30:01 AM  1000      1959      6.90      0.00 1611916  531116  13.15  java
02:30:02 AM  1000      1959      6.90      0.00 1611916  531116  13.15  java
02:30:03 AM  1000      1959      8.75      0.00 1611916  531116  13.15  java
02:30:04 AM  1000      1959      0.00      0.00 1611916  531116  13.15  java
02:30:05 AM  1000      1959      0.00      0.00 1611916  531116  13.15  java
02:30:06 AM  1000      1959      2.44      0.00 1611916  531116  13.15  java
02:30:07 AM  1000      1959      1.10      0.00 1611916  531116  13.15  java
02:30:08 AM  1000      1959      8.97      0.00 1611916  531200  13.15  java
02:30:09 AM  1000      1959      4.35      0.00 1611916  531200  13.15  java
02:30:10 AM  1000      1959      2.13      0.00 1611916  531200  13.15  java
02:30:11 AM  1000      1959      1.15      0.00 1611916  531200  13.15  java
02:30:12 AM  1000      1959      0.00      0.00 1611916  531200  13.15  java
02:30:13 AM  1000      1959      0.00      0.00 1611916  531200  13.15  java
02:30:14 AM  1000      1959      2.17      0.00 1611916  531200  13.15  java
02:30:15 AM  1000      1959      0.00      0.00 1611916  531200  13.15  java
02:30:16 AM  1000      1959      2.17      0.00 1611916  531200  13.15  java
02:30:17 AM  1000      1959      2.15      0.00 1611916  531268  13.15  java
02:30:18 AM  1000      1959      1.10      0.00 1611916  531268  13.15  java
02:30:19 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:20 AM  1000      1959      1.08      0.00 1611916  531268  13.15  java
02:30:21 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:22 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:23 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:24 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:25 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:26 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:27 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
02:30:28 AM  1000      1959      0.00      0.00 1611916  531268  13.15  java
Average:     1000      1959      1.79      0.00 1611916  531142  13.15  java
