Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:15:34 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:15:35 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:36 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:37 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:38 AM  1000      1959      7.06      0.00 1607004  522196  12.93  java
02:15:39 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:40 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:41 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:42 AM  1000      1959      3.30      0.00 1607004  522196  12.93  java
02:15:43 AM  1000      1959      1.16      0.00 1607004  522196  12.93  java
02:15:44 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:45 AM  1000      1959      7.14      0.00 1607004  522196  12.93  java
02:15:46 AM  1000      1959     10.59      0.00 1607004  522256  12.93  java
02:15:47 AM  1000      1959      4.71      0.00 1607004  522256  12.93  java
02:15:48 AM  1000      1959     19.12      0.00 1607004  522304  12.93  java
02:15:49 AM  1000      1959      0.00      0.00 1607004  522304  12.93  java
02:15:50 AM  1000      1959      1.22      0.00 1607004  522304  12.93  java
02:15:51 AM  1000      1959      0.00      0.00 1607004  522304  12.93  java
02:15:52 AM  1000      1959      0.00      0.00 1607004  522304  12.93  java
02:15:53 AM  1000      1959    100.00      0.00 1607004  522556  12.94  java
02:15:54 AM  1000      1959      0.00      0.00 1607004  522556  12.94  java
02:15:55 AM  1000      1959      3.90      0.00 1607004  522556  12.94  java
02:15:56 AM  1000      1959      0.00      0.00 1607004  522556  12.94  java
02:15:57 AM  1000      1959   1763.38      0.00 1612092  527572  13.06  java
02:15:58 AM  1000      1959      0.00      0.00 1612092  527572  13.06  java
02:15:59 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:00 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:01 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:02 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:03 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:04 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:05 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:06 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:07 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:08 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:09 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:10 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:11 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:12 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
02:16:13 AM  1000      1959      2.04      0.00 1607516  523572  12.96  java
02:16:14 AM  1000      1959      0.00      0.00 1607516  523572  12.96  java
Average:     1000      1959     37.93      0.00 1607463  523068  12.95  java
