Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:14:22 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:14:23 AM  1000      1959     14.61      0.00 1604956  520516  12.89  java
02:14:24 AM  1000      1959      0.00      0.00 1604956  520516  12.89  java
02:14:25 AM  1000      1959     63.95      0.00 1604956  520796  12.89  java
02:14:26 AM  1000      1959      0.00      0.00 1604956  520796  12.89  java
02:14:27 AM  1000      1959      0.00      0.00 1604956  520796  12.89  java
02:14:28 AM  1000      1959     95.24      0.00 1604956  521076  12.90  java
02:14:29 AM  1000      1959     12.50      0.00 1604956  521132  12.90  java
02:14:30 AM  1000      1959      7.06      0.00 1604956  521132  12.90  java
02:14:31 AM  1000      1959     51.16      0.00 1604956  521272  12.90  java
02:14:32 AM  1000      1959      8.14      0.00 1604956  521340  12.91  java
02:14:33 AM  1000      1959      5.06      0.00 1604956  521340  12.91  java
02:14:34 AM  1000      1959     26.51      0.00 1604956  521404  12.91  java
02:14:35 AM  1000      1959      6.90      0.00 1604956  521456  12.91  java
02:14:36 AM  1000      1959     34.57      0.00 1604956  521584  12.91  java
02:14:37 AM  1000      1959      0.00      0.00 1604956  521584  12.91  java
02:14:38 AM  1000      1959     40.26      0.00 1604956  521664  12.91  java
02:14:39 AM  1000      1959      4.35      0.00 1604956  521664  12.91  java
02:14:40 AM  1000      1959     72.86      0.00 1604956  521892  12.92  java
02:14:41 AM  1000      1959     41.05      0.00 1607004  522040  12.92  java
02:14:42 AM  1000      1959      1.04      0.00 1607004  522040  12.92  java
02:14:43 AM  1000      1959     19.28      0.00 1607004  522116  12.93  java
02:14:44 AM  1000      1959      3.45      0.00 1607004  522116  12.93  java
02:14:45 AM  1000      1959      2.20      0.00 1607004  522116  12.93  java
02:14:46 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:47 AM  1000      1959      1.06      0.00 1607004  522116  12.93  java
02:14:48 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:49 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:50 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:51 AM  1000      1959      6.82      0.00 1607004  522116  12.93  java
02:14:52 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:53 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:54 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:55 AM  1000      1959      0.00      0.00 1607004  522116  12.93  java
02:14:56 AM  1000      1959      3.30      0.00 1607004  522196  12.93  java
02:14:57 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:14:58 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:14:59 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:00 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:01 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
02:15:02 AM  1000      1959      0.00      0.00 1607004  522196  12.93  java
Average:     1000      1959     11.97      0.00 1606082  521723  12.92  java
