Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

02:24:18 AM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:24:19 AM  1000      1959    348.94      0.00 1611916  530092  13.12  java
02:24:20 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:24:21 AM  1000      1959      0.00      0.00 1611916  530092  13.12  java
02:24:22 AM  1000      1959      2.27      0.00 1611916  530092  13.12  java
02:24:23 AM  1000      1959      5.62      0.00 1611916  530148  13.12  java
02:24:24 AM  1000      1959     19.51      0.00 1611916  530148  13.12  java
02:24:25 AM  1000      1959      3.33      0.00 1611916  530148  13.12  java
02:24:26 AM  1000      1959      5.81      0.00 1611916  530148  13.12  java
02:24:27 AM  1000      1959      3.41      0.00 1611916  530148  13.12  java
02:24:28 AM  1000      1959      6.82      0.00 1611916  530148  13.12  java
02:24:29 AM  1000      1959      3.45      0.00 1611916  530216  13.13  java
02:24:30 AM  1000      1959      0.00      0.00 1611916  530216  13.13  java
02:24:31 AM  1000      1959     22.22      0.00 1611916  530228  13.13  java
02:24:32 AM  1000      1959      0.00      0.00 1611916  530228  13.13  java
02:24:33 AM  1000      1959     14.67      0.00 1611916  530324  13.13  java
02:24:34 AM  1000      1959      0.00      0.00 1611916  530324  13.13  java
02:24:35 AM  1000      1959      7.50      0.00 1611916  530324  13.13  java
02:24:36 AM  1000      1959      1.04      0.00 1611916  530440  13.13  java
02:24:37 AM  1000      1959      8.43      0.00 1611916  530440  13.13  java
02:24:38 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:39 AM  1000      1959      7.59      0.00 1611916  530440  13.13  java
02:24:40 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:41 AM  1000      1959      2.33      0.00 1611916  530440  13.13  java
02:24:42 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:43 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:44 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:45 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:46 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:47 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:48 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:49 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:50 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:51 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:52 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:53 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:54 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:55 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
02:24:56 AM  1000      1959      2.08      0.00 1611916  530440  13.13  java
02:24:57 AM  1000      1959      3.09      0.00 1611916  530440  13.13  java
02:24:58 AM  1000      1959      0.00      0.00 1611916  530440  13.13  java
Average:     1000      1959     11.73      0.00 1611916  530331  13.13  java
