Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:36:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:36:14 PM  1000      1453    1.03    0.00    0.00    0.00    1.03     0  java
11:36:15 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:36:16 PM  1000      1453   25.27    6.59    0.00    0.00   31.87     0  java
11:36:17 PM  1000      1453   65.06    0.00    0.00    0.00   65.06     0  java
11:36:18 PM  1000      1453   39.78    2.15    0.00    0.00   41.94     0  java
11:36:19 PM  1000      1453   54.12    1.18    0.00    0.00   55.29     0  java
11:36:20 PM  1000      1453   48.31    0.00    0.00    0.00   48.31     0  java
11:36:21 PM  1000      1453   32.26    0.00    0.00    0.00   32.26     0  java
11:36:22 PM  1000      1453   28.72    0.00    0.00    0.00   28.72     0  java
11:36:23 PM  1000      1453   36.96    0.00    0.00    0.00   36.96     0  java
11:36:24 PM  1000      1453   41.30    0.00    0.00    0.00   41.30     0  java
11:36:25 PM  1000      1453   31.18    1.08    0.00    0.00   32.26     0  java
11:36:26 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:36:27 PM  1000      1453    0.00    0.00    0.00    0.00    0.00     0  java
11:36:28 PM  1000      1453    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1453   26.02    0.72    0.00    0.00   26.74     -  java
