Linux 4.15.0-124-generic (bookstore) 	02/24/2021 	_x86_64_	(1 CPU)

10:12:40 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:12:41 PM  1000      1678      0.00      0.00 1582508  418740  10.37  java
10:12:42 PM  1000      1678      0.00      0.00 1582508  418740  10.37  java
10:12:43 PM  1000      1678   2132.84      0.00 1584556  422516  10.46  java
10:12:44 PM  1000      1678   3202.94      0.00 1588652  426492  10.56  java
10:12:45 PM  1000      1678    335.71      0.00 1588652  427816  10.59  java
10:12:46 PM  1000      1678     51.58      0.00 1588652  427892  10.59  java
10:12:47 PM  1000      1678    123.88      0.00 1588652  428504  10.61  java
10:12:48 PM  1000      1678    179.71      0.00 1588652  429036  10.62  java
10:12:49 PM  1000      1678    230.59      0.00 1588652  429736  10.64  java
10:12:50 PM  1000      1678   5964.29      0.00 1592748  440216  10.90  java
10:12:51 PM  1000      1678    344.78      0.00 1592748  440656  10.91  java
10:12:52 PM  1000      1678    329.51      1.64 1592748  441752  10.94  java
10:12:53 PM  1000      1678   2221.54      0.00 1592748  447388  11.08  java
10:12:54 PM  1000      1678    262.30      0.00 1592748  448160  11.09  java
10:12:55 PM  1000      1678    112.50      0.00 1592748  448396  11.10  java
10:12:56 PM  1000      1678    792.31      0.00 1594796  449564  11.13  java
10:12:57 PM  1000      1678    373.58      0.00 1594796  450316  11.15  java
10:12:58 PM  1000      1678    438.30      0.00 1594796  451436  11.18  java
10:12:59 PM  1000      1678     56.52      0.00 1594796  451588  11.18  java
10:13:00 PM  1000      1678    115.38      0.00 1594796  451868  11.19  java
10:13:01 PM  1000      1678      4.12      0.00 1594796  451868  11.19  java
10:13:02 PM  1000      1678    214.04      0.00 1594796  452284  11.20  java
10:13:03 PM  1000      1678    104.76      0.00 1594796  452528  11.20  java
10:13:04 PM  1000      1678    100.00      0.00 1594796  452788  11.21  java
10:13:05 PM  1000      1678    133.85      0.00 1594796  453120  11.22  java
10:13:06 PM  1000      1678    146.77      0.00 1594796  453420  11.22  java
10:13:07 PM  1000      1678     12.50      0.00 1594796  453484  11.23  java
10:13:08 PM  1000      1678    126.39      0.00 1594796  454028  11.24  java
10:13:09 PM  1000      1678     94.94      0.00 1594796  454248  11.25  java
10:13:10 PM  1000      1678      8.89      0.00 1594796  454312  11.25  java
10:13:11 PM  1000      1678     91.18      0.00 1594796  454484  11.25  java
10:13:12 PM  1000      1678    168.66      0.00 1594796  455024  11.26  java
10:13:13 PM  1000      1678     84.62      0.00 1594796  455316  11.27  java
10:13:14 PM  1000      1678     47.73      0.00 1594796  455380  11.27  java
10:13:15 PM  1000      1678      0.00      0.00 1594796  455380  11.27  java
10:13:16 PM  1000      1678      0.00      0.00 1594796  455380  11.27  java
10:13:17 PM  1000      1678      0.00      0.00 1594796  455380  11.27  java
10:13:18 PM  1000      1678      4.26      0.00 1594796  455380  11.27  java
10:13:19 PM  1000      1678      0.00      0.00 1594796  455380  11.27  java
10:13:20 PM  1000      1678      0.00      0.00 1594796  455380  11.27  java
Average:     1000      1678    326.27      0.03 1592697  445884  11.04  java
