Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:30:46 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:30:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:48 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      0,00      0,40
09:30:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:51 PM    dev8-0      1,00      0,00     60,00      0,00     60,00      0,00      1,00      0,40
09:30:52 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     32,00      0,40
09:30:53 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:55 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:56 PM    dev8-0      0,99      0,00     15,84      0,00     16,00      0,00      0,00      0,40
09:30:57 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     34,00      0,40
09:30:58 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:30:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:31:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:31:01 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
Average:       dev8-0      0,40      0,00      7,99      0,00     20,00      0,00     11,33      0,16
