Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:38:37 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:38:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:39 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:42 PM    dev8-0      1,00      0,00     64,00      0,00     64,00      0,00      0,00      0,40
09:38:43 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     39,00      0,40
09:38:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:45 PM    dev8-0     29,00      0,00    144,00      0,00      4,97      0,00      1,10      0,80
09:38:46 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:47 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
09:38:48 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     31,00      0,40
09:38:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:51 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:38:52 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
Average:       dev8-0      2,27      0,00     16,80      0,00      7,41      0,00      3,03      0,19
