Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:04:06 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:04:07 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:08 PM    dev8-0      1,00      0,00     44,00      0,00     44,00      0,00      1,00      0,40
10:04:09 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     31,00      0,40
10:04:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:11 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:13 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
10:04:14 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,05     54,00      0,40
10:04:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:18 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
10:04:19 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     36,00      0,40
10:04:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:04:21 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      0,40      0,00      6,67      0,00     16,67      0,01     20,50      0,16
