Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:09:04 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:09:05 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:06 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:07 PM    dev8-0      1,00      0,00     48,00      0,00     48,00      0,00      1,00      0,40
10:09:08 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
10:09:09 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:11 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:12 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      1,00      0,40
10:09:13 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,05     49,00      0,40
10:09:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:09:17 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
10:09:18 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     32,00      0,40
10:09:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      0,40      0,00      7,47      0,00     18,67      0,01     19,83      0,16
