Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:59:31 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:59:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:33 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:36 PM    dev8-0      1,00      0,00     56,00      0,00     56,00      0,00      1,00      0,40
09:59:37 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     31,00      0,40
09:59:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:39 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:41 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      0,00      0,40
09:59:42 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
09:59:43 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:59:46 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
Average:       dev8-0      0,33      0,00      6,67      0,00     20,00      0,00     13,60      0,13
