Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

10:08:11 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
10:08:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:16 PM    dev8-0      6,00      0,00     80,00      0,00     13,33      0,00      0,83      0,80
10:08:17 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     33,00      0,40
10:08:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:21 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
10:08:22 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     36,00      0,40
10:08:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
10:08:26 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      1,00      0,40
Average:       dev8-0      0,67      0,00      8,53      0,00     12,80      0,00      7,50      0,16
