Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:13:25 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:13:26 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:27 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:28 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:29 PM    dev8-0      1,00      0,00     48,00      0,00     48,00      0,00      0,00      0,40
08:13:30 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     38,00      0,40
08:13:31 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:33 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:34 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
08:13:35 PM    dev8-0     14,00      0,00     56,00      0,00      4,00      0,03      3,79      0,80
08:13:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:13:39 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
08:13:40 PM    dev8-0      3,00      0,00     12,00      0,00      4,00      0,03     11,33      0,80
Average:       dev8-0      1,40      0,00     11,20      0,00      8,00      0,01      6,00      0,21
