Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:18:11 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:18:12 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:13 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
08:18:14 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     35,00      0,40
08:18:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:18 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      0,00      0,40
08:18:19 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     39,00      0,40
08:18:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:21 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:23 PM    dev8-0      1,00      0,00     24,00      0,00     24,00      0,00      0,00      0,40
08:18:24 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     32,00      0,40
08:18:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:18:26 PM    dev8-0      2,00      0,00      8,00      0,00      4,00      0,00      0,50      0,40
Average:       dev8-0      0,53      0,00      6,93      0,00     13,00      0,01     13,38      0,19
