Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:14:14 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:14:15 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,08     76,00      0,40
08:14:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:19 PM    dev8-0      1,00      0,00     52,00      0,00     52,00      0,00      0,00      0,40
08:14:20 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,05     56,00      0,40
08:14:21 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
08:14:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:24 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,04     19,00      0,80
08:14:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:26 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
08:14:27 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:28 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:14:29 PM    dev8-0      5,00      0,00     48,00      0,00      9,60      0,04      8,20      1,60
Average:       dev8-0      0,80      0,00     11,20      0,00     14,00      0,01     17,75      0,29
