Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:16:22 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:16:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:24 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
08:16:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:26 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:27 PM    dev8-0      1,00      0,00     56,00      0,00     56,00      0,00      0,00      0,40
08:16:28 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     36,00      0,40
08:16:29 PM    dev8-0      1,00      0,00     16,00      0,00     16,00      0,00      1,00      0,40
08:16:30 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:31 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:32 PM    dev8-0      1,00      0,00     20,00      0,00     20,00      0,00      0,00      0,40
08:16:33 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     39,00      0,40
08:16:34 PM    dev8-0      9,00      0,00     40,00      0,00      4,44      0,00      1,44      0,40
08:16:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:16:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,40
Average:       dev8-0      1,00      0,00     10,40      0,00     10,40      0,00      6,00      0,21
